School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Foresthill Divide School,nan,Foresthill,CA,K-8,nan,nan,B-,399,20:1,2019-03-19 00:43:04.534363
John J Montgomery Elementary School,nan,Evergreen Elementary School District,CA,K-6,nan,nan,B-,558,25:1,2019-03-19 00:43:04.534368
Don Julian Elementary School,nan,Bassett Unified School District,CA,K-5,nan,nan,B-,498,23:1,2019-03-19 00:43:04.534375
Elbow Creek Elementary School,nan,Visalia Unified School District,CA,K-6,nan,nan,B-,505,28:1,2019-03-19 00:43:04.534381
Big Bear Middle School,nan,Bear Valley Unified School District,CA,7-8,nan,nan,B-,379,27:1,2019-03-19 00:43:04.534387
Bud Carson Middle School,nan,Hawthorne School District,CA,6-8,2.5,3,B-,760,23:1,2019-03-19 00:43:04.534394
Evans Ranch Elementary School,nan,Menifee Union Elementary School District,CA,K-5,nan,nan,B-,588,24:1,2019-03-19 00:43:04.534401
High Desert,nan,Acton-Agua Dulce Unified School District,CA,6-8,nan,nan,B-,259,23:1,2019-03-19 00:43:04.534408
Edgewood Middle School,nan,West Covina Unified School District,CA,6-8,nan,nan,B-,568,27:1,2019-03-19 00:43:04.534414
Charter Home Study Academy K-8,nan,Placerville,CA,K-12,3.5,18,B-,463,19:1,2019-03-19 00:43:04.534421
Holtville High School,nan,Holtville Unified School District,CA,9-12,4.0,52,B-,528,28:1,2019-03-19 00:43:04.534427
Encinita Elementary School,nan,Rosemead Elementary School District,CA,K-6,3.0,2,B-,388,23:1,2019-03-19 00:43:04.534434
Newark Memorial High School,nan,Newark Unified School District,CA,9-12,3.5,222,B-,"1,763",25:1,2019-03-19 00:43:04.534440
Chester Elementary School,nan,Plumas Unified School District,CA,K-6,nan,nan,B-,214,24:1,2019-03-19 00:43:04.534447
Golden West High School,nan,Visalia Unified School District,CA,9-12,3.5,236,B-,"1,651",24:1,2019-03-19 00:43:04.534453
Woodland Star Charter School,nan,Sonoma Valley Unified School District,CA,K-8,5.0,1,B-,249,23:1,2019-03-19 00:43:04.534478
Lompoc High School,nan,Lompoc Unified School District,CA,9-12,3.5,87,B-,"1,398",22:1,2019-03-19 00:43:04.534487
Daniel Phelan Elementary School,nan,Whittier City Elementary School District,CA,K-5,nan,nan,B-,498,25:1,2019-03-19 00:43:04.534493
Voices College-Bound Language Academy,nan,Franklin-McKinley Elementary School District,CA,K-8,nan,nan,B-,456,25:1,2019-03-19 00:43:04.534500
Divisadero Middle School,nan,Visalia Unified School District,CA,7-8,3.0,3,B-,886,25:1,2019-03-19 00:43:04.534506
Sierra-Enterprise Elementary School,nan,Elk Grove Unified School District,CA,K-6,nan,nan,B-,405,14:1,2019-03-19 00:43:04.534513
Crossroads Charter School,nan,Armona Union Elementary School District,CA,K-12,5.0,2,B-,119,12:1,2019-03-19 00:43:04.534519
Loyalton High School,nan,Sierra-Plumas Joint Unified School District,CA,7-12,3.5,18,B-,158,17:1,2019-03-19 00:43:04.534525
Rio Bravo Elementary School,nan,Rio Bravo-Greeley Union Elementary School District,CA,K-4,nan,nan,B-,594,24:1,2019-03-19 00:43:04.534531
Central Elementary School,nan,Central Union Elementary School District,CA,K-8,nan,nan,B-,288,19:1,2019-03-19 00:43:04.534538
Heritage Digital Academy Charter Middle School,nan,Escondido Union School District,CA,6-8,nan,nan,B-,300,30:1,2019-03-19 00:43:04.534544
Cowan Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,B-,269,19:1,2019-03-19 00:43:04.534550
Arthur F Corey Elementary School,nan,Buena Park Elementary School District,CA,K-6,3.5,4,B-,580,26:1,2019-03-19 00:43:04.534557
Gidley Elementary School,nan,El Monte City Elementary School District,CA,K-8,nan,nan,B-,508,19:1,2019-03-19 00:43:04.534564
East Nicolaus High School,nan,East Nicolaus Joint Union High School District,CA,9-12,3.5,63,B-,284,19:1,2019-03-19 00:43:04.534570
Pescadero Elementary & Middle School,nan,La Honda-Pescadero Unified School District,CA,K-8,nan,nan,B-,168,14:1,2019-03-19 00:43:04.534577
East Los Angeles Renaissance Academy,nan,Los Angeles Unified School District,CA,9-12,4.0,45,B-,402,22:1,2019-03-19 00:43:04.534584
Fletcher Elementary School,nan,Orange Unified School District,CA,K-6,nan,nan,B-,408,25:1,2019-03-19 00:43:04.534591
Lincoln High School,nan,San Leandro Unified School District,CA,9-12,5.0,1,B-,130,17:1,2019-03-19 00:43:04.534597
Lakeland Elementary School,nan,Little Lake City Elementary School District,CA,K-5,nan,nan,B-,277,28:1,2019-03-19 00:43:04.534604
Wilmer Amina Carter High School,nan,Rialto Unified School District,CA,9-12,3.5,557,B-,"2,411",24:1,2019-03-19 00:43:04.534610
Harmony Elementary School,nan,Hemet Unified School District,CA,K-5,nan,nan,B-,855,26:1,2019-03-19 00:43:04.534616
Bowers Elementary School,nan,Santa Clara Unified School District,CA,K-5,nan,nan,B-,321,24:1,2019-03-19 00:43:04.534623
Braddock Drive Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,387,24:1,2019-03-19 00:43:04.534645
Lynhaven Elementary School,nan,Campbell Union School District,CA,K-5,nan,nan,B-,614,25:1,2019-03-19 00:43:04.534667
Folsom Lake High School,nan,Folsom-Cordova Unified School District,CA,9-12,3.0,2,B-,71,15:1,2019-03-19 00:43:04.534673
Reach,nan,Sebastopol Union Elementary School District,CA,K-8,nan,nan,B-,100,17:1,2019-03-19 00:43:04.534679
El Crystal Elementary School,nan,San Bruno Park Elementary School District,CA,K-5,nan,nan,B-,228,57:1,2019-03-19 00:43:04.534685
Terrace View Elementary School,nan,Colton Joint Unified School District,CA,K-6,4.5,2,B-,806,25:1,2019-03-19 00:43:04.534692
Malloch Elementary School,nan,Fresno Unified School District,CA,K-6,4.0,1,B-,440,26:1,2019-03-19 00:43:04.534698
Paseo Del Rey Fundamental,nan,Los Angeles Unified School District,CA,K-5,4.0,1,B-,499,25:1,2019-03-19 00:43:04.534704
Alice Birney Waldorf-Inspired K-8 School,nan,Sacramento City Unified School District,CA,K-8,4.0,1,B-,582,26:1,2019-03-19 00:43:04.534711
Joyner Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,686,24:1,2019-03-19 00:43:04.534733
La Puente High School,nan,Hacienda La Puente Unified School District,CA,9-12,3.5,297,B-,"1,288",25:1,2019-03-19 00:43:04.534739
Valley View High School,nan,Moreno Valley Unified School District,CA,9-12,3.5,758,B-,"2,633",24:1,2019-03-19 00:43:04.534745
Prescott Junior High School,nan,Stanislaus Union Elementary School District,CA,7-8,nan,nan,B-,707,24:1,2019-03-19 00:43:04.534751
Linda Vista Elementary School,nan,Saddleback Valley Unified School District,CA,K-6,nan,nan,B-,371,25:1,2019-03-19 00:43:04.534758
Gold Oak Elementary School,nan,Gold Oak Union Elementary School District,CA,K-5,nan,nan,B-,320,27:1,2019-03-19 00:43:04.534764
C A Jacobs Intermediate,nan,Dixon Unified School District,CA,7-8,nan,nan,B-,528,24:1,2019-03-19 00:43:04.534770
Fiesta Gardens International Elementary School,nan,San Mateo-Foster City School District,CA,K-5,nan,nan,B-,544,25:1,2019-03-19 00:43:04.534775
Jellick Elementary School,nan,Rowland Unified School District,CA,K-6,nan,nan,B-,413,23:1,2019-03-19 00:43:04.534782
Hamilton Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,529,25:1,2019-03-19 00:43:04.534789
Sequoia Middle School,nan,Redding Elementary School District,CA,4-8,4.0,1,B-,754,25:1,2019-03-19 00:43:04.534825
El Monte Elementary School,nan,Mt. Diablo Unified School District,CA,K-5,nan,nan,B-,478,24:1,2019-03-19 00:43:04.534832
Rancho Dominguez Preparatory,nan,Los Angeles Unified School District,CA,6-12,4.0,23,B-,975,23:1,2019-03-19 00:43:04.534839
Central Union High School,nan,Central Union High School District,CA,9-12,3.5,302,B-,"1,889",23:1,2019-03-19 00:43:04.534846
Fortuna Union High School,nan,Fortuna Union High School District,CA,9-12,3.5,113,B-,873,22:1,2019-03-19 00:43:04.534853
Renaissance Academy,nan,Alum Rock Union Elementary School District,CA,6-8,4.0,1,B-,285,22:1,2019-03-19 00:43:04.534860
Monroe Middle School,nan,Campbell Union School District,CA,5-8,nan,nan,B-,874,24:1,2019-03-19 00:43:04.534866
Sunset High School,nan,San Dieguito Union High School District,CA,9-12,3.5,16,B-,123,16:1,2019-03-19 00:43:04.534872
Riverside Drive Charter Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,649,24:1,2019-03-19 00:43:04.534879
Franklin Elementary School,nan,Santa Barbara Unified School District,CA,K-6,nan,nan,B-,579,25:1,2019-03-19 00:43:04.534885
Pioneer Valley High School,nan,Santa Maria Joint Union High School District,CA,9-12,3.5,334,B-,"2,694",24:1,2019-03-19 00:43:04.534892
Stevenson Elementary School,nan,Long Beach Unified School District,CA,K-5,nan,nan,B-,680,26:1,2019-03-19 00:43:04.534899
Cappy Culver Elementary School,nan,San Miguel Joint Union School District,CA,K-8,nan,nan,B-,256,21:1,2019-03-19 00:43:04.534905
Belleview Elementary School,nan,Belleview Elementary School District,CA,K-8,nan,nan,B-,123,15:1,2019-03-19 00:43:04.534911
Bella Mente Montessori Academy,nan,Vista Unified School District,CA,K-8,nan,nan,B-,610,23:1,2019-03-19 00:43:04.534917
Bryson Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,837,24:1,2019-03-19 00:43:04.534924
Nord Country,nan,Chico Unified School District,CA,K-7,nan,nan,B-,167,20:1,2019-03-19 00:43:04.534930
Monroe Elementary School,nan,Santa Barbara Unified School District,CA,K-6,5.0,1,B-,486,24:1,2019-03-19 00:43:04.534936
Las Flores High (Alternative),nan,Elk Grove Unified School District,CA,K-12,4.0,9,B-,234,18:1,2019-03-19 00:43:04.534942
Palmer Way,nan,National Elementary School District,CA,K-6,nan,nan,B-,590,25:1,2019-03-19 00:43:04.534948
Rancho Cotate High School,nan,Cotati-Rohnert Park Unified School District,CA,9-12,3.5,209,B-,"1,426",25:1,2019-03-19 00:43:04.534954
Leona Valley Elementary School,nan,Westside Union Elementary School District,CA,K-8,nan,nan,B-,102,26:1,2019-03-19 00:43:04.534961
Roberts Ferry Union Elementary School,nan,Roberts Ferry Union Elementary School District,CA,K-8,nan,nan,B-,82,27:1,2019-03-19 00:43:04.534967
Haskell Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,593,23:1,2019-03-19 00:43:04.534974
Clovis Online Charter School,nan,Clovis Unified School District,CA,7-12,4.5,4,B-,299,22:1,2019-03-19 00:43:04.535000
"Ivy Bound Academy Math, Science & Technology Charter Middle School",nan,Los Angeles Unified School District,CA,5-8,nan,nan,B-,187,17:1,2019-03-19 00:43:04.535008
Adele Harrison Middle School,nan,Sonoma Valley Unified School District,CA,6-8,nan,nan,B-,415,17:1,2019-03-19 00:43:04.535016
Stanwood A Murphy Elementary School,nan,Scotia,CA,K-8,nan,nan,B-,222,21:1,2019-03-19 00:43:04.535023
Santiago Middle School,nan,Orange Unified School District,CA,7-8,nan,nan,B-,"1,031",25:1,2019-03-19 00:43:04.535029
Stagg Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,442,24:1,2019-03-19 00:43:04.535035
Lindo Park Elementary School,nan,Lakeside Union Elementary School District (Lakeside),CA,K-5,nan,nan,B-,545,23:1,2019-03-19 00:43:04.535041
Encanto Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,496,23:1,2019-03-19 00:43:04.535048
James Denman Middle,nan,San Francisco Unified School District,CA,6-8,nan,nan,B-,716,18:1,2019-03-19 00:43:04.535055
Redwood Heights Elementary School,nan,Oakland Unified School District,CA,K-5,nan,nan,B-,359,21:1,2019-03-19 00:43:04.535061
Emmett S Finley Elementary School,nan,Holtville Unified School District,CA,K-5,nan,nan,B-,554,28:1,2019-03-19 00:43:04.535067
Metwest High School,nan,Oakland Unified School District,CA,9-12,4.0,27,B-,163,18:1,2019-03-19 00:43:04.535074
Douglas Macarthur Fundamental Intermediate,nan,Santa Ana Unified School District,CA,6-8,4.5,3,B-,"1,230",27:1,2019-03-19 00:43:04.535080
Sweetwater Springs Elementary School,nan,La Mesa-Spring Valley School District,CA,K-6,nan,nan,B-,579,29:1,2019-03-19 00:43:04.535087
Lee Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,308,22:1,2019-03-19 00:43:04.535093
Creekside Oaks Elementary School,nan,Western Placer Unified School District,CA,K-5,nan,nan,B-,611,25:1,2019-03-19 00:43:04.535099
Canalino Elementary School,nan,Carpinteria Unified School District,CA,K-5,4.0,2,B-,511,22:1,2019-03-19 00:43:04.535121
Ararat Charter School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,340,26:1,2019-03-19 00:43:04.535127
Baldy View Elementary School,nan,Upland Unified School District,CA,K-6,nan,nan,B-,633,23:1,2019-03-19 00:43:04.535149
Cummings Valley Elementary School,nan,Tehachapi Unified School District,CA,K-5,nan,nan,B-,554,24:1,2019-03-19 00:43:04.535155
William Saroyan Elementary School,nan,Central Unified School District,CA,K-6,nan,nan,B-,709,28:1,2019-03-19 00:43:04.535161
David Reese Elementary School,nan,Elk Grove Unified School District,CA,K-6,nan,nan,B-,916,19:1,2019-03-19 00:43:04.535167
Walgrove Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,5.0,3,B-,333,19:1,2019-03-19 00:43:04.535173
Conyer Elementary School,nan,Visalia Unified School District,CA,K-6,5.0,1,B-,453,28:1,2019-03-19 00:43:04.535179
Celerity Nascent Charter School,nan,Los Angeles Unified School District,CA,K-8,4.0,1,B-,583,22:1,2019-03-19 00:43:04.535186
Calaveras High School,nan,Calaveras Unified School District,CA,9-12,3.5,51,B-,945,21:1,2019-03-19 00:43:04.535193
Lee Vining Elementary School,nan,Eastern Sierra Unified School District,CA,K-8,nan,nan,B-,94,14:1,2019-03-19 00:43:04.535200
Knolls Elementary School,nan,Simi Valley Unified School District,CA,K-6,nan,nan,B-,281,28:1,2019-03-19 00:43:04.535206
Merritt Trace Elementary School,nan,San Jose Unified School District,CA,K-5,nan,nan,B-,966,28:1,2019-03-19 00:43:04.535212
Ross Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,261,20:1,2019-03-19 00:43:04.535218
Esperanza Elementary School,nan,Westside Union Elementary School District,CA,K-6,3.0,1,B-,"1,091",28:1,2019-03-19 00:43:04.535225
Ohlone Elementary School,nan,West Contra Costa Unified School District,CA,K-5,nan,nan,B-,359,23:1,2019-03-19 00:43:04.535231
Wilshire Park Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,520,24:1,2019-03-19 00:43:04.535237
William C Overfelt High School,nan,East Side Union High School District,CA,9-12,3.5,236,B-,"1,449",21:1,2019-03-19 00:43:04.535244
KIPP San Francisco College Preparatory,nan,San Francisco Unified School District,CA,9-12,3.5,21,B-,312,26:1,2019-03-19 00:43:04.535250
Blair High School,nan,Pasadena Unified School District,CA,6-12,3.5,176,B-,962,18:1,2019-03-19 00:43:04.535257
Robert M Pyles STEM Academy,nan,Magnolia Elementary School District,CA,K-6,nan,nan,B-,749,27:1,2019-03-19 00:43:04.535274
Rio Vista Middle School,nan,Central Unified School District,CA,7-8,3.0,4,B-,818,24:1,2019-03-19 00:43:04.535281
Ranch View Elementary School,nan,Mountain View Elementary School District (Ontario),CA,K-5,nan,nan,B-,524,26:1,2019-03-19 00:43:04.535287
Aspire Alexander Twilight College Preparatory Academy,nan,San Juan Unified School District,CA,K-5,3.5,2,B-,429,23:1,2019-03-19 00:43:04.535299
Potter Valley High School,nan,Potter Valley Community Unified School District,CA,9-12,3.5,24,B-,82,11:1,2019-03-19 00:43:04.535306
Pinkham Elementary School,nan,Visalia Unified School District,CA,K-6,nan,nan,B-,511,27:1,2019-03-19 00:43:04.535313
Studebaker Elementary School,nan,Little Lake City Elementary School District,CA,K-5,nan,nan,B-,471,25:1,2019-03-19 00:43:04.535319
Natomas Park Elementary School,nan,Natomas Unified School District,CA,K-5,nan,nan,B-,886,25:1,2019-03-19 00:43:04.535325
Cabrillo Elementary School,nan,Upland Unified School District,CA,K-6,nan,nan,B-,723,27:1,2019-03-19 00:43:04.535332
Brooks Elementary School,nan,Windsor Unified School District,CA,4-5,nan,nan,B-,459,24:1,2019-03-19 00:43:04.535338
Traweek Middle School,nan,Covina-Valley Unified School District,CA,6-8,3.0,7,B-,888,27:1,2019-03-19 00:43:04.535349
Abraham Lincoln,nan,Paramount Unified School District,CA,K-5,nan,nan,B-,636,27:1,2019-03-19 00:43:04.535355
Benjamin Foxen Elementary School,nan,Blochman Union Elementary School District,CA,K-8,nan,nan,B-,173,22:1,2019-03-19 00:43:04.535361
Arlington High School,nan,Riverside Unified School District,CA,9-12,3.5,290,B-,"1,928",24:1,2019-03-19 00:43:04.535368
Nestor Language Academy Charter School,nan,South Bay Union Elementary School District (Imperial Beach),CA,K-8,5.0,1,B-,983,28:1,2019-03-19 00:43:04.535375
Elk Grove Charter School,nan,Elk Grove Unified School District,CA,7-12,4.0,16,B-,246,17:1,2019-03-19 00:43:04.535383
Rancho Campana High School,nan,Oxnard Union High School District,CA,9-12,3.5,10,B-,345,80:1,2019-03-19 00:43:04.535389
James Monroe High School,nan,Los Angeles Unified School District,CA,9-12,4.0,251,B-,"2,342",23:1,2019-03-19 00:43:04.535401
Allen at Steinbeck,nan,San Jose Unified School District,CA,K-8,nan,nan,B-,724,23:1,2019-03-19 00:43:04.535408
Emelita Academy Charter,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,401,22:1,2019-03-19 00:43:04.535414
Christa McAuliffe Elementary School,nan,Panama-Buena Vista Union School District,CA,K-6,nan,nan,B-,584,27:1,2019-03-19 00:43:04.535420
Rincon Middle School,nan,Escondido Union School District,CA,6-8,3.0,1,B-,"1,225",19:1,2019-03-19 00:43:04.535426
Leonardo da Vinci Health Sciences Charter School,nan,Chula Vista Elementary School District,CA,K-6,nan,nan,B-,327,20:1,2019-03-19 00:43:04.535432
Viejo Elementary School,nan,Capistrano Unified School District,CA,K-5,1.0,1,B-,440,26:1,2019-03-19 00:43:04.535439
Ronald W Reagan Elementary School,nan,Kingsburg Elementary Charter School District,CA,4-6,nan,nan,B-,701,33:1,2019-03-19 00:43:04.535445
Jacobsen Middle School,nan,Tehachapi Unified School District,CA,6-8,4.0,1,B-,926,23:1,2019-03-19 00:43:04.535452
Lord Baden-Powell School,nan,Magnolia Elementary School District,CA,K-6,nan,nan,B-,687,24:1,2019-03-19 00:43:04.535458
Richard Henry Dana Elementary School,nan,Capistrano Unified School District,CA,K-5,nan,nan,B-,274,27:1,2019-03-19 00:43:04.535464
Connecting Waters Charter School,nan,Waterford Unified School District,CA,"PK, K-12",4.0,83,B-,"2,100",22:1,2019-03-19 00:43:04.535470
Sycamore Hills Elementary School,nan,Colton Joint Unified School District,CA,K-6,nan,nan,B-,879,25:1,2019-03-19 00:43:04.535477
Morningside,nan,Delano Union Elementary School District,CA,K-5,4.0,1,B-,644,23:1,2019-03-19 00:43:04.535506
Rocketship Si Se Puede Academy,nan,San Jose,CA,K-5,nan,nan,B-,581,36:1,2019-03-19 00:43:04.535514
Desert Junior-Senior High School,nan,Muroc Joint Unified School District,CA,7-12,3.0,58,B-,579,21:1,2019-03-19 00:43:04.535523
Clifford Elementary School,nan,Redwood City Elementary School District,CA,K-8,nan,nan,B-,700,21:1,2019-03-19 00:43:04.535529
Kenmore Elementary School,nan,Baldwin Park Unified School District,CA,K-6,3.5,7,B-,539,23:1,2019-03-19 00:43:04.535536
La Colima Elementary School,nan,East Whittier City Elementary School District,CA,K-5,nan,nan,B-,505,24:1,2019-03-19 00:43:04.535543
Mountain View Middle School,nan,Beaumont Unified School District,CA,6-8,3.0,2,B-,"1,025",26:1,2019-03-19 00:43:04.535549
Great Valley Academy,nan,Modesto,CA,K-8,5.0,1,B-,917,26:1,2019-03-19 00:43:04.535555
Chatsworth Park Elementary School,nan,Los Angeles Unified School District,CA,K-5,5.0,1,B-,347,23:1,2019-03-19 00:43:04.535562
Margaret G Scotten Elementary School,nan,Grass Valley Elementary School District,CA,K-4,nan,nan,B-,487,21:1,2019-03-19 00:43:04.535569
Redwood High School,nan,Sequoia Union High School District,CA,9-12,3.0,7,B-,273,19:1,2019-03-19 00:43:04.535576
E L Musick Elementary School,nan,Newark Unified School District,CA,K-6,nan,nan,B-,299,23:1,2019-03-19 00:43:04.535582
Sunland Elementary School,nan,Los Angeles Unified School District,CA,K-5,4.0,1,B-,441,22:1,2019-03-19 00:43:04.535588
Orestimba High School,nan,Newman-Crows Landing Unified School District,CA,9-12,3.5,118,B-,797,22:1,2019-03-19 00:43:04.535595
Magnolia Elementary School,nan,Oakdale Joint Unified School District,CA,K-6,nan,nan,B-,632,23:1,2019-03-19 00:43:04.535602
Louisiana Schnell Elementary School,nan,Placerville Union Elementary School District,CA,K-5,nan,nan,B-,428,24:1,2019-03-19 00:43:04.535608
Paramount High School,nan,Paramount Unified School District,CA,9-12,3.5,728,B-,"4,794",26:1,2019-03-19 00:43:04.535615
Brooklyn Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-8,nan,nan,B-,651,26:1,2019-03-19 00:43:04.535621
Nichols Elementary School,nan,Oceanside Unified School District,CA,K-5,nan,nan,B-,704,22:1,2019-03-19 00:43:04.535628
Bear Valley Middle School,nan,Escondido Union School District,CA,6-8,4.0,1,B-,"1,107",20:1,2019-03-19 00:43:04.535634
Madera High School,nan,Madera Unified School District,CA,9-12,3.5,142,B-,"2,139",26:1,2019-03-19 00:43:04.535640
Cherrylee Elementary School,nan,El Monte City Elementary School District,CA,K-6,nan,nan,B-,416,22:1,2019-03-19 00:43:04.535647
Andrew P Hill High School,nan,East Side Union High School District,CA,9-12,3.5,429,B-,"1,934",22:1,2019-03-19 00:43:04.535653
Schmitt Elementary School,nan,Westminster Elementary School District,CA,K-5,nan,nan,B-,519,24:1,2019-03-19 00:43:04.535660
Carpenter Elementary School,nan,Downey Unified School District,CA,4-5,nan,nan,B-,547,30:1,2019-03-19 00:43:04.535666
Grand Terrace Elementary School,nan,Colton Joint Unified School District,CA,K-6,4.0,1,B-,694,25:1,2019-03-19 00:43:04.535672
Bishop Elementary School,nan,Sunnyvale School District,CA,K-5,nan,nan,B-,592,23:1,2019-03-19 00:43:04.535678
Napa Junction Elementary School,nan,Napa Valley Unified School District,CA,K-5,nan,nan,B-,461,26:1,2019-03-19 00:43:04.535684
Shoreline Middle School,nan,Live Oak Elementary School District,CA,6-8,nan,nan,B-,545,25:1,2019-03-19 00:43:04.535690
Central Middle School,nan,Riverside Unified School District,CA,5-8,nan,nan,B-,691,23:1,2019-03-19 00:43:04.535696
Mulberry Elementary School,nan,East Whittier City Elementary School District,CA,K-5,nan,nan,B-,597,24:1,2019-03-19 00:43:04.535702
Pomona Elementary School,nan,Newport-Mesa Unified School District,CA,K-6,nan,nan,B-,508,25:1,2019-03-19 00:43:04.535708
Rolling Hills Elementary School,nan,Fairfield-Suisun Unified School District,CA,K-5,nan,nan,B-,640,27:1,2019-03-19 00:43:04.535715
Dana Gray Elementary School,nan,Fort Bragg Unified School District,CA,3-5,5.0,1,B-,411,22:1,2019-03-19 00:43:04.535721
Maxwell High School,nan,Maxwell Unified School District,CA,7-12,3.5,35,B-,108,20:1,2019-03-19 00:43:04.535727
Mountain View Elementary School,nan,Visalia Unified School District,CA,K-6,nan,nan,B-,597,28:1,2019-03-19 00:43:04.535734
General Grant Middle School,nan,Kings Canyon Joint Unified School District,CA,6-8,3.5,4,B-,507,23:1,2019-03-19 00:43:04.535740
Burney Junior-Senior High School,nan,Fall River Joint Unified School District,CA,7-12,3.5,10,B-,216,15:1,2019-03-19 00:43:04.535747
Davis (Caroline) Intermediate,nan,Oak Grove Elementary School District,CA,7-8,3.5,11,B-,700,23:1,2019-03-19 00:43:04.535754
Santa Maria High School,nan,Santa Maria Joint Union High School District,CA,9-12,4.0,290,B-,"2,695",20:1,2019-03-19 00:43:04.535761
Humanities and Arts Academy of Los Angeles,nan,Los Angeles Unified School District,CA,9-12,4.0,12,B-,438,20:1,2019-03-19 00:43:04.535767
West Cottonwood Junior High School,nan,Cottonwood Union Elementary School District,CA,5-8,nan,nan,B-,392,22:1,2019-03-19 00:43:04.535774
Environmental Charter Middle - Inglewood,nan,Inglewood,CA,6-7,4.0,2,B-,182,17:1,2019-03-19 00:43:04.535781
School of Social Justice,nan,Los Angeles Unified School District,CA,9-12,4.5,11,B-,580,23:1,2019-03-19 00:43:04.535787
Halldale Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,560,22:1,2019-03-19 00:43:04.535807
Stockton Collegiate International Elementary School,nan,Stockton Unified School District,CA,K-5,nan,nan,B-,404,21:1,2019-03-19 00:43:04.535815
Loyalton Elementary School,nan,Sierra-Plumas Joint Unified School District,CA,K-6,nan,nan,B-,174,25:1,2019-03-19 00:43:04.535822
Julia B Morrison Elementary School,nan,Norwalk-La Mirada Unified School District,CA,K-5,nan,nan,B-,795,27:1,2019-03-19 00:43:04.535829
San Antonio High School,nan,Claremont Unified School District,CA,9-12,3.5,5,B-,88,18:1,2019-03-19 00:43:04.535835
Rocketship Alma Academy,nan,San Jose,CA,K-5,nan,nan,B-,562,35:1,2019-03-19 00:43:04.535842
Hayward High School,nan,Hayward Unified School District,CA,9-12,3.5,257,B-,"1,580",22:1,2019-03-19 00:43:04.535848
Sycamore Academy of Science & Cultural Arts,nan,Lake Elsinore Unified School District,CA,K-8,nan,nan,B-,493,23:1,2019-03-19 00:43:04.535855
Almond Acres Charter Academy,nan,San Miguel Joint Union School District,CA,K-8,3.5,3,B-,253,19:1,2019-03-19 00:43:04.535861
Arthur S Dudley Elementary School,nan,Center Joint Unified School District,CA,K-6,3.0,1,B-,676,27:1,2019-03-19 00:43:04.535868
Valencia Park Elementary School,nan,Fullerton Elementary School District,CA,K-6,nan,nan,B-,650,28:1,2019-03-19 00:43:04.535874
McCardle Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,B-,481,23:1,2019-03-19 00:43:04.535881
Evergreen Middle School,nan,Evergreen Union School District,CA,5-8,nan,nan,B-,422,20:1,2019-03-19 00:43:04.535887
Castle Park Senior High School,nan,Sweetwater Union High School District,CA,9-12,3.5,342,B-,"1,533",24:1,2019-03-19 00:43:04.535893
Armstrong Elementary School,nan,Pomona Unified School District,CA,K-6,nan,nan,B-,406,28:1,2019-03-19 00:43:04.535900
Indian Hills Elementary School,nan,Jurupa Unified School District,CA,K-6,3.5,3,B-,636,24:1,2019-03-19 00:43:04.535907
Grace Yokley Middle School,nan,Mountain View Elementary School District (Ontario),CA,6-8,4.5,3,B-,891,25:1,2019-03-19 00:43:04.535914
Rancho Cucamonga Middle School,nan,Cucamonga Elementary School District,CA,6-8,4.5,3,B-,785,20:1,2019-03-19 00:43:04.535921
Grant Elementary School,nan,San Lorenzo Unified School District,CA,K-5,nan,nan,B-,417,24:1,2019-03-19 00:43:04.535928
Thrive Public,nan,San Diego,CA,K-8,5.0,1,B-,194,18:1,2019-03-19 00:43:04.535934
Willits Charter School,nan,Willits Unified School District,CA,6-12,3.0,16,B-,125,19:1,2019-03-19 00:43:04.535941
Union Hill Middle School,nan,Union Hill Elementary School District,CA,7-8,nan,nan,B-,123,17:1,2019-03-19 00:43:04.535947
Van Allen Elementary School,nan,Escalon Unified School District,CA,K-5,nan,nan,B-,359,25:1,2019-03-19 00:43:04.535953
Washington Elementary School,nan,Merced River Union Elementary School District,CA,4-8,3.5,2,B-,88,20:1,2019-03-19 00:43:04.535959
Olive Elementary School,nan,Orange Unified School District,CA,K-6,nan,nan,B-,461,32:1,2019-03-19 00:43:04.535988
