School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Sequoia Middle School,"#1,967 Best Public Middle Schools in America",Conejo Valley Unified School District,CA,6-8,4.5,2,A,"1,130",25:1,2019-03-19 00:43:04.506475
Willard Middle School,"#1,969 Best Public Middle Schools in America",Berkeley Unified School District,CA,6-8,nan,nan,A,569,20:1,2019-03-19 00:43:04.506482
Hillcrest Middle School,"#1,970 Best Public Middle Schools in America",Gravenstein Union Elementary School District,CA,6-8,nan,nan,A,255,15:1,2019-03-19 00:43:04.506489
John R Peterson Elementary School,"#5,519 Best Public Elementary Schools in America",Huntington Beach City Elementary School District,CA,K-5,nan,nan,A,705,29:1,2019-03-19 00:43:04.506496
Bowman Charter School,"#5,527 Best Public Elementary Schools in America",Auburn,CA,K-8,nan,nan,A,556,20:1,2019-03-19 00:43:04.506504
Audubon Elementary School,"#5,536 Best Public Elementary Schools in America",San Mateo-Foster City School District,CA,K-5,nan,nan,A,717,24:1,2019-03-19 00:43:04.506511
George White Elementary School,"#5,538 Best Public Elementary Schools in America",Capistrano Unified School District,CA,K-5,nan,nan,A,616,31:1,2019-03-19 00:43:04.506518
Aspen Elementary School,"#5,540 Best Public Elementary Schools in America",Conejo Valley Unified School District,CA,K-5,nan,nan,A,369,21:1,2019-03-19 00:43:04.506525
San Carlos Charter Learning Center,"#5,542 Best Public Elementary Schools in America",San Carlos Elementary School District,CA,K-8,5.0,1,A,362,24:1,2019-03-19 00:43:04.506564
Sunrise Elementary School,"#5,552 Best Public Elementary Schools in America",Elk Grove Unified School District,CA,K-6,nan,nan,A,"1,218",23:1,2019-03-19 00:43:04.506574
Cobblestone Elementary School,"#5,555 Best Public Elementary Schools in America",Rocklin Unified School District,CA,K-6,nan,nan,A,417,23:1,2019-03-19 00:43:04.506582
Gravenstein Elementary School,"#5,558 Best Public Elementary Schools in America",Gravenstein Union Elementary School District,CA,K-5,nan,nan,A,436,20:1,2019-03-19 00:43:04.506589
Walteria Elementary School,"#5,570 Best Public Elementary Schools in America",Torrance Unified School District,CA,K-5,4.0,5,A,676,27:1,2019-03-19 00:43:04.506597
Murrieta Mesa High School,"#2,102 Best Public High Schools in America",Murrieta Valley Unified School District,CA,9-12,4.0,455,A,"2,192",26:1,2019-03-19 00:43:04.506604
Newland (William T) Elementary School,"#5,572 Best Public Elementary Schools in America",Fountain Valley Elementary School District,CA,K-5,nan,nan,A,486,26:1,2019-03-19 00:43:04.506612
North Cow Creek Elementary School,"#5,584 Best Public Elementary Schools in America",Palo Cedro,CA,K-8,4.0,2,A,238,21:1,2019-03-19 00:43:04.506620
Redwood Academy of Ukiah,"#2,109 Best Public High Schools in America",Ukiah Unified School District,CA,7-12,4.0,30,A,143,22:1,2019-03-19 00:43:04.506626
Dry Creek Elementary School,"#5,595 Best Public Elementary Schools in America",Clovis Unified School District,CA,K-6,nan,nan,A,820,27:1,2019-03-19 00:43:04.506634
Creekside Middle School,"#2,009 Best Public Middle Schools in America",Castro Valley Unified School District,CA,6-8,3.5,14,A,793,26:1,2019-03-19 00:43:04.506641
Tice Creek,"#5,600 Best Public Elementary Schools in America",Walnut Creek Elementary School District,CA,K-8,nan,nan,A,298,24:1,2019-03-19 00:43:04.506648
Sierra Expeditionary Learning School,"#5,631 Best Public Elementary Schools in America",Tahoe-Truckee Joint Unified School District,CA,K-8,nan,nan,A,213,23:1,2019-03-19 00:43:04.506655
Temecula Preparatory,"#2,122 Best Public High Schools in America",Temecula Valley Unified School District,CA,K-12,3.5,102,A,"1,062",22:1,2019-03-19 00:43:04.506663
"Lennox Mathematics, Science, and Technology Academy","#2,124 Best Public High Schools in America",Lennox School District,CA,9-12,4.0,255,A,563,22:1,2019-03-19 00:43:04.506670
Point Dume Elementary School,"#5,649 Best Public Elementary Schools in America",Santa Monica-Malibu Unified School District,CA,K-5,nan,nan,A,195,22:1,2019-03-19 00:43:04.506678
Rancho Santa Margarita Intermediate,"#2,034 Best Public Middle Schools in America",Saddleback Valley Unified School District,CA,7-8,4.5,6,A,"1,332",27:1,2019-03-19 00:43:04.506685
Valencia Valley Elementary School,"#5,656 Best Public Elementary Schools in America",Newhall School District,CA,K-6,nan,nan,A,690,25:1,2019-03-19 00:43:04.506693
La Serna High School,"#2,131 Best Public High Schools in America",Whittier Union High School District,CA,9-12,4.0,467,A,"2,838",28:1,2019-03-19 00:43:04.506703
Ocean Grove Charter School,"#2,133 Best Public High Schools in America",San Lorenzo Valley Unified School District,CA,K-12,4.0,17,A,"1,977",24:1,2019-03-19 00:43:04.506710
Del Lago Academy - Campus of Applied Science,"#2,135 Best Public High Schools in America",Escondido Union High School District,CA,9-12,4.0,42,A,682,24:1,2019-03-19 00:43:04.506717
Sunset Elementary School,"#5,674 Best Public Elementary Schools in America",San Francisco Unified School District,CA,K-5,nan,nan,A,403,22:1,2019-03-19 00:43:04.506725
Foothill Ranch Elementary School,"#5,676 Best Public Elementary Schools in America",Saddleback Valley Unified School District,CA,K-6,4.5,5,A,"1,154",29:1,2019-03-19 00:43:04.506732
Natomas Charter School,"#2,143 Best Public High Schools in America",Natomas Unified School District,CA,"PK, K-12",4.0,252,A,"1,638",23:1,2019-03-19 00:43:04.506739
Joseph Azevada Elementary School,"#5,687 Best Public Elementary Schools in America",Fremont Unified School District,CA,K-6,4.0,1,A,605,23:1,2019-03-19 00:43:04.506747
La Jolla Elementary School,"#5,690 Best Public Elementary Schools in America",San Diego Unified School District,CA,K-5,5.0,1,A,559,23:1,2019-03-19 00:43:04.506754
C T English Middle School,"#2,051 Best Public Middle Schools in America",Loma Prieta Joint Union Elementary School District,CA,6-8,nan,nan,A,206,20:1,2019-03-19 00:43:04.506762
Arlene Hein Elementary School,"#5,701 Best Public Elementary Schools in America",Elk Grove Unified School District,CA,K-6,4.0,2,A,"1,202",22:1,2019-03-19 00:43:04.506770
San Benancio Middle School,"#2,060 Best Public Middle Schools in America",Washington Union Elementary School District,CA,6-8,nan,nan,A,325,22:1,2019-03-19 00:43:04.506778
Round Valley Elementary School,"#5,707 Best Public Elementary Schools in America",Bishop,CA,K-8,nan,nan,A,134,15:1,2019-03-19 00:43:04.506785
Tahoe Truckee High School,"#2,154 Best Public High Schools in America",Tahoe-Truckee Joint Unified School District,CA,9-12,3.5,102,A,693,18:1,2019-03-19 00:43:04.506814
Forest Park Elementary School,"#5,721 Best Public Elementary Schools in America",Fremont Unified School District,CA,K-6,nan,nan,A,"1,022",28:1,2019-03-19 00:43:04.506824
James C Enochs High School,"#2,159 Best Public High Schools in America",Modesto City High School District,CA,9-12,4.0,471,A,"2,407",26:1,2019-03-19 00:43:04.506831
Riverview STEM Elementary School,"#5,752 Best Public Elementary Schools in America",Folsom-Cordova Unified School District,CA,K-5,nan,nan,A,266,24:1,2019-03-19 00:43:04.506839
Lincoln High School,"#2,166 Best Public High Schools in America",Lincoln Unified School District,CA,9-12,4.0,426,A,"2,839",24:1,2019-03-19 00:43:04.506846
Union Mine High School,"#2,168 Best Public High Schools in America",El Dorado Union High School District,CA,9-12,4.0,131,A,"1,047",23:1,2019-03-19 00:43:04.506853
Smiley Elementary School,"#5,771 Best Public Elementary Schools in America",Redlands Unified School District,CA,K-5,nan,nan,A,640,26:1,2019-03-19 00:43:04.506860
Cole Canyon Elementary School,"#5,780 Best Public Elementary Schools in America",Murrieta Valley Unified School District,CA,K-5,nan,nan,A,"1,076",28:1,2019-03-19 00:43:04.506867
Birch Lane Elementary School,"#5,781 Best Public Elementary Schools in America",Davis Joint Unified School District,CA,K-6,nan,nan,A,610,26:1,2019-03-19 00:43:04.506875
Pleasant Grove,"#5,811 Best Public Elementary Schools in America",Pleasant Grove,CA,K-8,5.0,1,A,213,24:1,2019-03-19 00:43:04.506882
Occs:Chep/Pchs,"#2,179 Best Public High Schools in America",Costa Mesa,CA,K-12,3.5,16,A,"1,095",50:1,2019-03-19 00:43:04.506888
Mariposa Elementary School,"#5,835 Best Public Elementary Schools in America",Brea-Olinda Unified School District,CA,K-6,nan,nan,A-,569,27:1,2019-03-19 00:43:04.506895
Jerabek Elementary School,"#5,836 Best Public Elementary Schools in America",San Diego Unified School District,CA,K-5,4.0,5,A-,647,25:1,2019-03-19 00:43:04.506903
Edison Elementary School,"#5,856 Best Public Elementary Schools in America",Alameda City Unified School District,CA,K-5,nan,nan,A-,478,25:1,2019-03-19 00:43:04.506910
Chabot Elementary School,"#5,858 Best Public Elementary Schools in America",Castro Valley Unified School District,CA,K-5,nan,nan,A-,456,25:1,2019-03-19 00:43:04.506917
California Connections Academy at Ripon,"#2,188 Best Public High Schools in America",Ripon Unified School District,CA,K-12,4.5,23,A-,879,36:1,2019-03-19 00:43:04.506925
Madrona Elementary School,"#5,861 Best Public Elementary Schools in America",Conejo Valley Unified School District,CA,K-5,nan,nan,A-,464,20:1,2019-03-19 00:43:04.506932
Brookvale Elementary School,"#5,864 Best Public Elementary Schools in America",Fremont Unified School District,CA,K-6,nan,nan,A-,676,26:1,2019-03-19 00:43:04.506939
Marysville Charter Academy for the Arts,"#2,189 Best Public High Schools in America",Marysville Joint Unified School District,CA,7-12,4.0,75,A-,376,19:1,2019-03-19 00:43:04.506946
San Dimas High School,"#2,193 Best Public High Schools in America",Bonita Unified School District,CA,9-12,4.0,210,A-,"1,360",26:1,2019-03-19 00:43:04.506974
Glenmoor Elementary School,"#5,896 Best Public Elementary Schools in America",Fremont Unified School District,CA,K-6,nan,nan,A-,659,25:1,2019-03-19 00:43:04.506983
Eagle Rock Junior/Senior High School,"#2,196 Best Public High Schools in America",Los Angeles Unified School District,CA,7-12,3.5,424,A-,"2,377",23:1,2019-03-19 00:43:04.506991
Robert Louis Stevenson Intermediate,"#2,139 Best Public Middle Schools in America",Saint Helena Unified School District,CA,6-8,nan,nan,A-,272,13:1,2019-03-19 00:43:04.507000
Elevate Elementary School,"#5,917 Best Public Elementary Schools in America",San Diego Unified School District,CA,K-5,nan,nan,A-,214,22:1,2019-03-19 00:43:04.507007
Stone Lake Elementary School,"#5,918 Best Public Elementary Schools in America",Elk Grove Unified School District,CA,K-6,nan,nan,A-,810,21:1,2019-03-19 00:43:04.507015
Olinda Elementary School,"#5,924 Best Public Elementary Schools in America",Brea-Olinda Unified School District,CA,K-6,5.0,6,A-,583,28:1,2019-03-19 00:43:04.507022
Yulupa Elementary School,"#5,930 Best Public Elementary Schools in America",Bennett Valley Union Elementary School District,CA,K-3,nan,nan,A-,592,20:1,2019-03-19 00:43:04.507030
Stockton Collegiate International Secondary School,"#2,207 Best Public High Schools in America",Stockton Unified School District,CA,6-12,4.0,51,A-,479,21:1,2019-03-19 00:43:04.507037
Placer High School,"#2,210 Best Public High Schools in America",Placer Union High School District,CA,9-12,4.0,222,A-,"1,357",23:1,2019-03-19 00:43:04.507045
La Costa Heights Elementary School,"#5,941 Best Public Elementary Schools in America",Encinitas Union Elementary School District,CA,K-6,nan,nan,A-,711,25:1,2019-03-19 00:43:04.507052
Newport Elementary School,"#5,943 Best Public Elementary Schools in America",Newport-Mesa Unified School District,CA,K-6,nan,nan,A-,486,24:1,2019-03-19 00:43:04.507060
Crafton Elementary School,"#5,956 Best Public Elementary Schools in America",Redlands Unified School District,CA,K-5,5.0,2,A-,678,26:1,2019-03-19 00:43:04.507067
Scripps Elementary School,"#5,980 Best Public Elementary Schools in America",San Diego Unified School District,CA,K-5,5.0,2,A-,753,26:1,2019-03-19 00:43:04.507074
Silver Creek High School,"#2,218 Best Public High Schools in America",East Side Union High School District,CA,9-12,3.5,490,A-,"2,458",24:1,2019-03-19 00:43:04.507082
Judson & Brown Elementary School,"#5,992 Best Public Elementary Schools in America",Redlands Unified School District,CA,K-5,nan,nan,A-,554,27:1,2019-03-19 00:43:04.507090
Modesto High School,"#2,225 Best Public High Schools in America",Modesto City High School District,CA,9-12,4.0,304,A-,"2,450",25:1,2019-03-19 00:43:04.507097
Benjamin Bubb Elementary School,"#6,005 Best Public Elementary Schools in America",Mountain View Whisman School District,CA,K-5,nan,nan,A-,556,23:1,2019-03-19 00:43:04.507104
Alta Murrieta Elementary School,"#6,008 Best Public Elementary Schools in America",Murrieta Valley Unified School District,CA,K-5,nan,nan,A-,797,28:1,2019-03-19 00:43:04.507111
California Elementary School,"#6,020 Best Public Elementary Schools in America",Newport-Mesa Unified School District,CA,K-6,nan,nan,A-,411,27:1,2019-03-19 00:43:04.507118
Brittan Acres Elementary School,"#6,027 Best Public Elementary Schools in America",San Carlos Elementary School District,CA,K-4,nan,nan,A-,417,21:1,2019-03-19 00:43:04.507125
Twin Oaks Elementary School,"#6,031 Best Public Elementary Schools in America",Rocklin Unified School District,CA,K-6,nan,nan,A-,441,23:1,2019-03-19 00:43:04.507133
Dwight D Eisenhower Elementary School,"#6,036 Best Public Elementary Schools in America",Corona-Norco Unified School District,CA,K-6,nan,nan,A-,886,27:1,2019-03-19 00:43:04.507139
Peach Hill Academy,"#6,060 Best Public Elementary Schools in America",Moorpark Unified School District,CA,K-5,5.0,1,A-,489,24:1,2019-03-19 00:43:04.507147
Richland Elementary School,"#6,064 Best Public Elementary Schools in America",San Marcos Unified School District,CA,K-5,nan,nan,A-,805,26:1,2019-03-19 00:43:04.507154
Paul Ecke-Central Elementary School,"#6,074 Best Public Elementary Schools in America",Encinitas Union Elementary School District,CA,K-6,nan,nan,A-,591,26:1,2019-03-19 00:43:04.507161
Miramar Ranch Elementary School,"#6,089 Best Public Elementary Schools in America",San Diego Unified School District,CA,K-5,nan,nan,A-,758,26:1,2019-03-19 00:43:04.507169
Citrus Valley High School,"#2,245 Best Public High Schools in America",Redlands Unified School District,CA,9-12,4.0,362,A-,"2,191",25:1,2019-03-19 00:43:04.507177
La Madera Elementary School,"#6,104 Best Public Elementary Schools in America",Saddleback Valley Unified School District,CA,K-6,nan,nan,A-,627,28:1,2019-03-19 00:43:04.507184
Oak Park Independent,"#2,251 Best Public High Schools in America",Oak Park Unified School District,CA,K-12,4.5,11,A-,222,32:1,2019-03-19 00:43:04.507191
Grapeland Elementary School,"#6,113 Best Public Elementary Schools in America",Etiwanda Elementary School District,CA,K-5,nan,nan,A-,727,26:1,2019-03-19 00:43:04.507199
Peter Burnett Elementary School,"#6,146 Best Public Elementary Schools in America",Wiseburn Elementary School District,CA,3-5,nan,nan,A-,429,25:1,2019-03-19 00:43:04.507207
Los Coyotes Elementary School,"#6,153 Best Public Elementary Schools in America",Centralia Elementary School District,CA,K-6,nan,nan,A-,533,27:1,2019-03-19 00:43:04.507214
Donald D Lum Elementary School,"#6,159 Best Public Elementary Schools in America",Alameda City Unified School District,CA,K-5,nan,nan,A-,520,25:1,2019-03-19 00:43:04.507222
Truman Benedict Elementary School,"#6,167 Best Public Elementary Schools in America",Capistrano Unified School District,CA,K-5,nan,nan,A-,641,31:1,2019-03-19 00:43:04.507229
Arlington Elementary School,"#6,174 Best Public Elementary Schools in America",Torrance Unified School District,CA,K-5,nan,nan,A-,574,26:1,2019-03-19 00:43:04.507236
San Pasqual High School,"#2,262 Best Public High Schools in America",Escondido Union High School District,CA,9-12,4.0,555,A-,"2,244",24:1,2019-03-19 00:43:04.507243
Grace Miller Elementary School,"#6,194 Best Public Elementary Schools in America",Bonita Unified School District,CA,K-5,nan,nan,A-,429,24:1,2019-03-19 00:43:04.507250
