School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Oaklawn Elementary School,nan,Fort Worth Ind School District,TX,"PK, K-5",nan,nan,C+,582,20:1,2019-03-18 22:11:28.937306
John Q Adams Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,C+,769,16:1,2019-03-18 22:11:28.937313
Moisés E Molina High School,nan,Dallas Ind School District,TX,9-12,3.5,324,C+,"2,089",18:1,2019-03-18 22:11:28.937319
Travis Middle School,nan,Calhoun County Ind School District,TX,6-8,nan,nan,C+,844,16:1,2019-03-18 22:11:28.937329
Corrigan-Camden High School,nan,Corrigan-Camden Ind School District,TX,9-12,3.5,34,C+,259,10:1,2019-03-18 22:11:28.937335
Cedar Brook Elementary School,nan,Spring Branch Ind School District,TX,"PK, K-5",nan,nan,C+,891,15:1,2019-03-18 22:11:28.937342
Lake View High School,nan,San Angelo Ind School District,TX,9-12,4.0,139,C+,"1,208",13:1,2019-03-18 22:11:28.937349
Aiken Elementary School,nan,Brownsville Ind School District,TX,"PK, K-5",4.0,7,C+,816,18:1,2019-03-18 22:11:28.937356
Sunset Elementary School,nan,Dumas Ind School District,TX,"PK, K-4",nan,nan,C+,386,14:1,2019-03-18 22:11:28.937362
Magoffin Middle School,nan,El Paso Ind School District,TX,6-8,4.0,1,C+,762,15:1,2019-03-18 22:11:28.937375
Anderson Elementary School,nan,Arlington Ind School District,TX,"PK, K-6",nan,nan,C+,717,16:1,2019-03-18 22:11:28.937382
Grape Creek Middle School,nan,Grape Creek Ind School District,TX,6-8,nan,nan,C+,235,14:1,2019-03-18 22:11:28.937388
Franklin Elementary School,nan,Wichita Falls Ind School District,TX,"PK, K-6",nan,nan,C+,517,15:1,2019-03-18 22:11:28.937395
Jordan Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,C+,674,14:1,2019-03-18 22:11:28.937401
Janowski Elementary School,nan,Houston Ind School District,TX,"PK, K-5",nan,nan,C+,634,16:1,2019-03-18 22:11:28.937408
Cesar Chavez Learning Center,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,C+,547,13:1,2019-03-18 22:11:28.937415
Tulia High School,nan,Tulia Ind School District,TX,9-12,3.0,28,C+,312,10:1,2019-03-18 22:11:28.937421
SciTech Preparatory,nan,Eden Park Academy,TX,6-12,3.0,8,C+,431,13:1,2019-03-18 22:11:28.937444
Price Elementary School,nan,Mesquite Ind School District,TX,K-6,nan,nan,C+,447,14:1,2019-03-18 22:11:28.937451
KIPP Truth Academy,nan,Kipp Dallas-Fort Worth,TX,5-8,nan,nan,C+,460,20:1,2019-03-18 22:11:28.937457
East Terrell Hills Elementary School,nan,North East Ind School District,TX,"PK, K-5",nan,nan,C+,706,14:1,2019-03-18 22:11:28.937464
Price Elementary School,nan,South San Antonio Ind School District,TX,"PK, K-5",nan,nan,C+,453,15:1,2019-03-18 22:11:28.937471
Drane Intermediate School,nan,Corsicana Ind School District,TX,nan,nan,nan,C+,428,13:1,2019-03-18 22:11:28.937478
Southwest Preparatory School - Northwest Campus,nan,San Antonio,TX,7-12,4.0,9,C+,220,17:1,2019-03-18 22:11:28.937484
Lorenzo de Zavala Middle School,nan,La Joya Ind School District,TX,6-9,nan,nan,C+,696,15:1,2019-03-18 22:11:28.937491
Creedmoor Elementary School,nan,Del Valle Ind School District,TX,"PK, K-5",nan,nan,C+,721,15:1,2019-03-18 22:11:28.937497
Eastside Elementary School,nan,Cleveland Ind School District,TX,5-6,nan,nan,C+,615,17:1,2019-03-18 22:11:28.937504
Dilley High School,nan,Dilley Ind School District,TX,9-12,3.5,32,C+,267,10:1,2019-03-18 22:11:28.937511
Eliot Elementary School,nan,Houston Ind School District,TX,"PK, K-5",nan,nan,C+,615,18:1,2019-03-18 22:11:28.937517
Columbus Elementary School,nan,Columbus Ind School District,TX,"PK, K-5",nan,nan,C+,761,14:1,2019-03-18 22:11:28.937524
Bussey Middle School,nan,Garland Ind School District,TX,6-8,4.0,5,C+,"1,005",16:1,2019-03-18 22:11:28.937530
